MinTemp,MaxTemp,WindGustDir,WindGustSpeed,Humidity,Pressure,Temp,RainTomorrow
26.5,53.2,302.9,8.8,70.8,1021.7,41.1,Yes
36.4,56.9,326.9,11.5,52.1,1019.4,46.2,No
34.8,55.0,342.5,14.9,56.2,1021.3,44.4,No
31.4,51.8,327.9,11.1,56.0,1023.8,42.5,No
29.3,53.7,303.2,13.6,50.5,1023.8,40.9,No
26.7,54.2,351.8,15.0,58.6,1023.5,41.8,No
35.3,50.2,211.5,12.7,59.5,1025.1,41.8,No
40.5,47.3,205.0,11.2,80.2,1024.3,43.9,Yes
40.5,53.6,236.6,9.1,82.5,1023.8,46.0,No
42.4,60.9,248.0,10.0,69.5,1021.1,50.5,Yes
46.2,55.9,359.7,10.5,89.0,1005.2,49.8,Yes
38.4,53.5,237.4,13.1,76.5,1010.1,45.8,Yes
32.7,55.6,177.4,14.8,65.7,1013.3,46.6,Yes
43.4,56.3,231.2,11.7,71.7,1010.9,51.1,Yes
34.7,51.1,43.1,14.6,84.9,1010.3,41.7,Yes
30.7,51.0,51.8,12.0,86.7,1009.2,41.0,Yes
33.6,59.2,313.9,10.0,73.5,1012.9,47.4,Yes
45.0,52.2,204.1,12.8,87.8,1006.5,48.6,Yes
43.1,54.8,279.6,13.4,68.9,1011.7,48.0,No
36.4,46.5,294.1,16.2,58.8,1016.5,41.8,No
32.8,48.4,282.1,22.3,52.7,1018.6,41.6,No
36.6,51.5,290.4,16.3,52.1,1022.0,43.5,No
30.8,55.5,266.3,11.0,60.0,1026.4,44.6,No
38.1,57.2,261.5,11.0,55.5,1022.9,47.7,No
39.7,56.9,268.5,12.7,74.3,1020.3,47.7,No
40.3,57.8,295.6,13.3,75.9,1019.0,48.1,No
35.8,60.9,225.4,13.4,58.5,1021.0,49.6,No
43.9,57.0,220.3,12.9,63.1,1020.6,50.2,Yes
43.3,60.9,245.9,11.4,67.2,1020.3,51.8,Yes
47.4,60.1,103.4,11.2,73.4,1016.2,53.1,Yes
46.1,56.7,234.9,18.5,85.9,1008.6,50.3,Yes
36.6,61.0,213.6,14.1,67.7,1012.5,49.9,Yes
45.6,63.7,32.8,10.2,66.1,1009.7,54.2,Yes
42.5,56.1,90.0,14.8,69.0,1008.3,49.2,Yes
38.9,58.7,249.4,12.3,66.9,1013.3,49.3,No
40.0,60.7,230.3,9.7,59.4,1014.5,50.7,No
42.9,63.2,211.1,18.2,50.9,1015.2,53.6,No
47.4,59.3,208.0,20.5,72.7,1011.6,54.3,Yes
53.6,66.8,248.0,12.4,88.8,1011.7,59.1,Yes
48.7,60.6,299.8,12.1,72.7,1011.5,55.2,Yes
41.8,66.4,318.7,12.6,49.3,1014.6,55.4,No
46.4,62.4,263.4,10.1,63.5,1012.6,53.9,No
47.9,63.6,236.1,15.0,67.4,1010.9,55.1,No
41.9,69.7,286.3,12.7,59.1,1017.2,56.8,No
47.0,69.7,281.6,18.6,48.4,1019.2,58.0,No
43.1,68.6,236.7,14.4,52.5,1021.1,56.6,No
43.5,71.8,222.0,13.8,53.8,1020.1,58.5,No
46.7,65.8,112.3,6.5,51.4,1015.1,58.0,Yes
52.1,63.3,30.3,10.2,81.2,1005.3,57.2,Yes
50.5,69.9,209.7,12.8,70.7,1009.6,59.3,No
53.4,65.1,221.7,13.5,80.7,1011.1,59.2,No
52.9,70.0,227.1,17.0,82.9,1008.1,60.4,No
52.1,77.2,304.7,12.2,77.4,1007.3,64.2,No
56.4,76.6,322.4,9.9,62.9,1003.1,65.9,No
50.6,78.1,215.8,11.5,59.5,1005.6,64.9,No
58.6,77.2,217.7,12.9,64.6,1010.2,65.9,No
51.3,70.9,226.9,17.2,70.2,1010.8,60.7,Yes
45.6,70.9,270.7,8.8,69.8,1015.0,58.3,Yes
49.1,75.8,205.3,9.4,54.7,1015.8,63.7,No
52.4,65.5,243.0,16.1,88.3,1008.6,56.7,Yes
47.4,72.9,216.7,18.3,61.9,1011.0,61.2,No
55.7,68.2,220.6,21.8,70.7,1009.8,62.0,Yes
53.8,76.1,182.6,9.0,64.8,1011.8,65.0,No
57.4,69.9,198.2,15.2,78.2,1001.6,63.5,Yes
56.4,74.5,267.8,20.0,70.6,995.5,64.0,Yes
54.7,66.6,252.2,21.6,81.5,998.6,59.2,Yes
50.9,67.9,243.9,12.9,78.4,1007.0,60.2,Yes
50.4,71.7,244.8,9.8,72.0,1011.7,62.0,No
53.5,74.0,238.0,11.1,54.4,1012.8,63.9,No
50.6,78.1,293.0,11.2,57.7,1012.4,65.6,No
54.6,76.9,9.4,6.8,58.8,1010.5,67.8,No
64.8,74.0,126.2,11.6,80.3,1002.6,68.1,Yes
62.6,72.4,250.3,14.3,82.0,998.6,67.0,Yes
56.2,77.1,230.3,13.7,60.0,1003.9,67.6,No
59.1,85.4,101.7,11.3,64.8,1006.4,71.8,No
61.4,80.0,101.5,15.0,61.1,1011.8,70.0,Yes
59.4,69.4,238.3,13.6,80.1,1009.8,65.0,Yes
57.6,74.5,288.0,11.1,74.8,1009.5,65.9,Yes
57.5,80.6,339.9,10.2,64.5,1011.4,70.0,No
64.5,71.8,266.9,9.1,70.1,1011.2,67.9,No
60.0,82.6,328.7,9.5,65.6,1009.8,71.9,No
64.2,83.5,98.3,11.6,62.5,1011.4,73.6,No
64.5,77.2,269.2,9.2,69.7,1011.3,71.3,No
61.7,71.9,241.1,13.7,80.2,1009.1,67.4,No
63.1,73.9,243.5,10.7,80.3,1009.1,67.9,Yes
61.5,70.8,259.7,10.1,85.7,1009.3,66.4,No
62.6,73.3,267.4,9.6,82.2,1009.1,67.2,Yes
56.1,77.9,29.5,10.6,62.6,1011.5,68.1,Yes
59.6,85.7,313.0,12.6,63.2,1011.3,72.5,No
62.8,86.0,260.8,13.3,61.3,1011.0,73.4,No
62.5,83.5,283.4,11.3,61.4,1010.6,74.1,No
61.2,82.4,299.9,10.1,64.7,1007.8,72.9,No
67.6,82.6,61.0,12.3,63.6,1006.8,74.3,Yes
63.0,84.3,60.4,17.4,40.7,1010.5,73.0,No
58.3,89.3,45.5,11.9,35.5,1011.9,76.1,No
66.3,88.3,83.3,12.5,31.3,1011.5,77.0,No
64.6,90.6,291.7,13.3,51.1,1011.8,77.3,Yes
63.0,88.7,277.8,9.6,60.8,1012.5,77.1,No
66.3,80.8,283.0,12.1,74.5,1011.9,74.5,Yes
66.8,73.6,38.9,9.2,91.1,1008.0,70.5,Yes
66.7,87.9,336.3,8.1,73.7,1003.9,76.0,Yes
69.3,84.4,231.1,10.7,74.4,1007.0,75.7,Yes
64.4,74.9,92.6,8.5,81.8,1001.0,70.6,Yes
66.5,78.4,255.2,8.5,87.0,1002.0,71.5,Yes
70.2,86.2,291.8,10.3,74.8,1004.8,77.0,No
66.7,85.6,268.4,9.8,75.5,1007.5,76.9,No
73.7,80.7,196.9,17.2,90.3,1003.3,76.6,Yes
70.1,74.5,239.2,11.3,91.1,1004.3,72.0,Yes
67.0,84.2,86.8,12.4,77.6,1007.3,75.9,No
66.3,73.6,95.1,12.9,91.9,1004.7,69.7,Yes
65.7,73.4,79.3,10.1,94.4,1002.1,69.9,Yes
68.6,81.5,287.5,8.7,85.9,1003.7,73.9,Yes
68.4,78.6,275.3,10.3,88.8,1001.2,72.5,Yes
68.4,77.2,226.7,12.7,88.6,1004.5,72.9,Yes
70.7,87.1,347.1,10.3,77.1,1003.1,78.1,No
71.7,87.5,310.3,10.3,76.8,1003.4,78.8,No
71.5,85.8,267.9,8.8,79.6,1003.7,77.6,No
73.6,86.9,115.6,17.2,67.6,1001.8,79.4,Yes
68.0,77.7,56.8,12.6,75.3,998.7,72.6,Yes
64.1,72.2,89.7,11.7,90.7,1001.8,67.8,Yes
67.3,80.6,296.8,7.5,82.4,1006.4,73.0,Yes
66.7,87.2,92.3,11.3,72.8,1007.0,77.6,No
71.7,84.3,66.7,14.3,60.2,1002.4,76.5,No
65.1,84.8,35.9,9.1,64.1,1001.3,75.9,No
65.6,77.2,89.8,14.0,92.0,997.4,70.1,Yes
66.5,79.9,288.9,9.0,85.0,1001.7,72.1,Yes
66.4,87.2,187.0,8.4,77.2,1003.0,77.1,No
73.8,80.2,194.9,14.2,93.3,998.2,75.9,Yes
73.5,84.9,311.6,7.3,87.4,1001.1,78.2,Yes
71.6,78.9,259.1,6.6,82.6,1004.3,74.4,Yes
67.0,85.0,289.2,8.6,76.4,1006.5,75.2,No
70.1,84.4,282.4,8.9,75.5,1009.4,76.5,Yes
70.0,80.5,82.4,8.2,89.8,1009.5,74.9,Yes
73.3,79.9,239.9,9.0,90.4,1009.6,76.0,Yes
73.0,87.8,287.8,8.1,81.7,1010.8,79.3,No
77.0,85.7,239.6,10.9,83.1,1009.9,80.7,No
75.6,79.8,264.6,7.3,89.8,1009.6,77.6,No
72.8,80.6,292.2,15.8,89.1,1010.0,76.4,Yes
70.5,88.6,309.9,10.1,78.1,1010.1,78.8,Yes
70.5,85.2,254.8,8.8,79.5,1007.0,78.5,No
76.7,86.1,205.4,15.5,84.4,1003.2,80.7,Yes
77.5,86.6,221.1,14.6,86.3,1004.3,81.8,Yes
75.7,88.8,297.9,13.2,83.8,1003.6,81.0,Yes
72.0,78.8,199.7,10.3,92.0,1005.1,76.7,Yes
70.6,82.1,199.8,12.2,87.4,1009.2,76.6,Yes
75.4,84.9,177.3,11.3,81.8,1012.2,78.5,Yes
72.2,79.0,116.6,12.4,90.7,1010.7,76.0,Yes
71.7,82.7,192.5,15.9,90.8,1008.0,77.9,Yes
74.6,84.1,221.3,20.9,89.6,1009.2,80.0,Yes
78.1,88.4,212.2,17.1,82.8,1008.3,82.5,Yes
78.1,91.2,140.7,11.6,72.8,1005.8,84.1,Yes
77.1,83.8,119.0,23.4,79.4,999.1,80.4,Yes
77.1,87.5,143.8,11.6,84.6,1000.4,81.3,Yes
74.4,83.4,152.7,18.3,92.0,1000.7,78.5,Yes
72.4,83.6,157.9,10.2,85.5,1010.0,78.1,Yes
76.0,86.4,261.5,10.2,87.9,1013.3,80.0,Yes
73.9,89.8,298.2,9.2,82.0,1012.4,80.2,No
73.9,86.6,300.4,10.3,84.2,1010.2,79.1,No
75.3,87.1,284.3,10.7,82.5,1010.5,80.1,No
73.9,86.6,267.3,10.2,81.6,1010.3,80.3,No
77.5,85.4,259.2,13.1,84.8,1008.2,81.2,Yes
73.7,88.7,289.5,9.3,78.3,1007.7,80.8,Yes
68.5,89.6,336.0,8.9,74.9,1011.3,77.9,Yes
68.8,88.0,292.6,8.2,76.0,1015.0,79.1,No
72.8,90.7,268.2,10.6,80.3,1015.9,81.6,No
74.3,88.4,233.6,10.1,81.0,1015.0,81.1,Yes
75.9,85.7,248.0,14.8,86.1,1011.5,80.4,Yes
72.6,80.8,292.8,6.8,87.9,1010.4,76.0,Yes
69.9,78.2,68.6,13.2,80.4,1007.2,73.9,Yes
66.7,77.2,68.4,12.8,66.2,1007.6,72.6,No
65.2,80.1,59.6,8.1,69.7,1009.9,73.1,No
66.5,73.6,70.5,9.6,87.9,1008.2,68.9,Yes
65.0,72.1,28.6,11.4,84.7,1006.3,68.5,Yes
64.9,79.9,77.7,8.1,78.8,1010.2,72.1,Yes
69.8,75.7,73.2,8.6,79.2,1011.5,72.5,Yes
66.4,75.4,40.6,11.6,80.6,1010.8,69.6,Yes
62.7,68.0,23.2,10.0,91.8,1008.1,64.3,Yes
63.1,78.4,334.8,9.8,78.2,1005.6,69.7,No
63.9,78.8,276.7,13.4,71.6,1007.3,70.9,No
61.4,80.3,281.1,11.2,72.2,1009.6,70.6,Yes
65.8,82.6,217.0,11.5,80.7,1011.9,73.8,No
68.3,81.7,268.6,10.3,80.3,1012.2,74.6,No
64.9,82.3,311.9,9.3,80.4,1012.7,73.7,No
65.0,81.7,19.1,6.8,83.2,1013.7,73.4,No
64.7,79.9,76.4,12.8,82.6,1011.5,71.3,Yes
64.7,73.7,2.1,10.1,91.8,1007.0,68.7,Yes
63.6,76.3,51.1,11.3,86.5,1008.6,69.5,Yes
65.0,82.5,64.3,12.7,71.7,1012.3,73.4,Yes
65.6,73.5,92.2,12.9,82.4,1013.9,70.1,Yes
68.6,79.5,133.3,14.0,90.4,1010.7,72.9,Yes
68.3,87.0,179.4,17.3,82.8,1010.4,77.2,Yes
69.9,75.7,227.9,16.2,83.8,1013.9,72.4,Yes
65.4,71.9,73.8,14.9,79.9,1019.4,68.6,Yes
65.9,77.0,81.8,12.1,69.4,1019.7,70.9,Yes
65.5,79.9,31.0,7.5,78.0,1017.1,71.6,Yes
63.6,82.0,338.3,6.8,83.3,1016.1,70.9,No
63.3,78.8,197.2,10.7,81.3,1015.8,70.9,No
65.5,75.9,219.2,19.4,89.6,1011.8,70.7,Yes
56.4,67.8,318.3,8.7,73.2,1016.8,63.2,Yes
54.2,70.3,57.7,8.9,77.3,1021.3,63.5,Yes
61.7,66.1,141.1,9.1,85.7,1019.3,64.1,Yes
61.3,69.9,6.4,5.4,84.0,1016.9,64.8,No
61.3,73.3,354.9,7.2,81.6,1017.3,66.5,No
63.8,68.5,80.6,8.4,85.1,1018.4,66.4,Yes
63.1,76.6,41.0,6.4,86.5,1017.6,68.3,Yes
58.0,79.0,72.0,11.2,68.4,1017.4,68.2,No
65.5,76.7,116.2,12.4,60.7,1015.9,70.1,No
61.6,76.3,232.9,12.1,75.1,1012.7,67.7,Yes
50.7,63.0,319.3,11.1,63.6,1014.9,56.4,Yes
42.7,70.4,336.5,8.5,63.1,1016.2,56.5,No
49.8,68.3,345.4,6.8,75.2,1017.1,58.5,No
54.8,69.4,305.7,8.9,61.8,1018.7,60.8,No
53.1,69.7,317.9,9.9,56.8,1022.6,60.7,No
49.1,67.2,324.9,6.8,64.4,1024.0,57.2,No
49.3,69.6,326.8,10.4,61.9,1021.7,58.4,No
44.0,68.0,304.5,10.6,70.3,1022.8,56.7,No
45.6,67.4,334.5,12.0,74.8,1022.4,56.2,No
43.8,64.8,6.2,15.5,73.9,1022.7,54.8,No
43.4,67.7,328.2,7.3,71.3,1022.1,55.7,No
43.4,57.6,296.4,18.3,71.9,1016.3,51.3,Yes
36.5,50.2,293.9,20.4,54.2,1020.1,43.4,Yes
34.7,62.6,193.5,10.5,72.2,1020.6,49.5,No
47.1,67.7,207.4,9.8,80.1,1020.0,57.4,No
52.0,67.7,58.1,6.8,85.0,1024.1,59.0,No
47.0,70.0,19.6,6.8,82.2,1025.6,58.0,No
46.3,69.1,71.0,7.9,84.0,1022.0,57.9,Yes
55.8,69.2,21.0,9.5,77.8,1019.0,61.0,Yes
44.2,70.0,0.4,7.9,68.1,1017.8,56.9,No
45.8,64.2,219.2,20.8,81.3,1014.5,56.0,Yes
45.4,55.1,295.0,12.7,69.9,1021.4,49.3,Yes
41.7,59.1,332.8,8.6,64.9,1025.3,48.9,No
41.6,59.6,188.3,7.7,69.8,1023.6,51.5,No
40.9,55.6,305.1,16.3,48.8,1022.1,48.3,Yes
38.1,55.8,275.4,10.7,60.0,1021.4,47.6,No
40.3,61.1,338.1,12.2,55.4,1024.5,50.8,No
33.3,59.6,321.4,7.8,57.5,1029.3,45.9,No
35.1,56.0,339.2,6.8,62.9,1027.6,45.6,No
35.1,65.6,334.2,7.5,65.9,1024.9,48.3,No
35.6,64.5,331.8,6.8,70.8,1022.2,50.2,No
38.7,65.6,353.7,5.8,68.8,1020.9,50.8,No
40.0,64.2,274.6,11.3,77.4,1021.0,50.5,Yes
43.2,53.8,295.9,13.3,71.5,1020.3,48.7,No
40.3,52.1,329.5,10.5,68.5,1020.9,46.4,No
33.1,56.5,321.0,8.0,73.7,1021.2,44.5,No
33.3,57.0,263.5,6.9,78.0,1021.3,45.9,No
42.9,59.0,154.0,7.4,82.8,1022.0,50.0,No
36.7,51.9,313.3,12.0,68.9,1025.0,46.4,Yes
30.0,48.5,301.8,10.0,66.1,1024.7,38.9,No
29.6,50.7,272.1,12.6,71.7,1018.1,40.6,Yes
22.5,37.5,315.0,17.6,38.4,1026.9,29.7,No
16.1,39.6,148.1,13.4,58.8,1026.1,29.9,Yes
27.8,38.2,321.5,13.0,58.9,1024.8,33.7,Yes
27.7,41.8,342.6,12.1,70.7,1028.5,33.9,Yes
23.7,44.5,8.1,5.7,60.4,1031.7,35.3,No
39.4,51.4,154.7,11.7,83.6,1024.6,45.3,Yes
34.4,49.7,305.9,8.9,82.5,1026.1,43.4,Yes
29.5,53.3,343.4,9.8,83.5,1027.4,40.3,No
32.8,46.9,289.0,10.8,79.8,1022.5,41.2,Yes
26.2,41.3,310.8,11.7,55.2,1020.5,33.5,Yes
25.2,51.1,342.7,7.7,61.2,1020.4,36.3,No
32.6,52.1,316.6,11.4,62.9,1022.3,41.2,No
26.2,42.9,307.5,10.1,58.4,1026.3,33.5,No
25.5,48.3,246.2,12.8,67.3,1024.9,38.1,No
31.1,43.3,318.2,7.9,71.4,1020.9,38.6,No
22.5,42.9,298.8,16.9,61.7,1024.0,32.4,No
20.5,34.9,308.7,12.6,54.0,1032.6,26.6,No
18.5,34.4,299.2,10.1,55.3,1032.6,26.7,No
25.2,38.8,133.7,10.6,70.8,1024.0,33.5,Yes
29.3,38.7,302.2,18.0,85.1,1020.9,34.7,Yes
24.1,37.9,316.9,12.6,72.3,1025.7,31.2,Yes
22.1,40.3,8.4,6.8,74.0,1027.1,31.1,No
25.6,41.0,32.0,8.2,77.1,1023.7,33.5,No
34.6,47.9,343.3,7.9,85.6,1018.2,39.8,Yes
33.0,43.5,343.3,5.8,80.9,1016.4,38.2,No
26.3,38.0,302.0,13.9,72.4,1013.4,33.5,No
20.4,38.1,283.8,7.8,65.3,1017.2,30.6,No
27.3,40.0,306.0,13.8,79.4,1019.4,34.0,Yes
20.4,38.6,310.4,6.5,73.6,1026.7,29.6,No
24.7,42.2,285.4,11.7,71.6,1023.1,34.6,Yes
22.4,38.6,311.7,8.0,71.5,1023.0,30.9,Yes
20.7,40.7,354.6,6.8,72.6,1021.9,31.4,No
28.1,45.6,124.8,9.2,80.3,1023.0,37.1,Yes
24.4,44.3,19.7,7.6,81.6,1027.6,33.2,Yes
26.7,51.0,18.0,7.9,62.9,1023.4,37.2,No
25.9,44.9,313.2,14.8,76.6,1022.5,35.4,No
22.3,46.7,350.0,6.0,73.5,1028.1,33.5,No
26.3,50.1,6.1,6.7,75.2,1028.2,37.0,No
27.1,56.4,21.2,7.2,70.9,1028.8,41.1,No
26.5,48.7,31.1,7.0,83.3,1023.9,39.7,Yes
34.7,44.3,320.0,10.2,92.7,1016.1,39.4,Yes
27.1,37.5,305.4,18.9,70.8,1012.8,31.1,Yes
18.3,23.4,305.4,18.7,56.8,1013.9,20.7,No
20.2,28.0,300.4,21.1,54.6,1016.5,23.2,No
16.8,26.7,308.9,14.1,54.3,1021.2,20.9,No
16.5,26.7,308.2,14.2,54.6,1021.2,20.7,No
14.1,32.5,284.2,9.8,57.9,1025.6,24.1,No
23.0,44.7,253.7,16.9,63.2,1024.0,32.5,No
16.3,37.8,298.4,7.9,68.8,1025.9,28.5,No
19.9,43.1,280.8,11.0,74.1,1023.3,31.6,No
29.7,46.8,154.5,8.8,84.1,1022.7,37.3,No
28.6,42.1,331.3,9.8,92.8,1019.3,34.5,No
27.0,42.0,301.3,7.6,80.2,1019.7,33.1,No
25.5,38.5,347.2,16.2,64.1,1021.8,31.7,No
19.0,38.9,325.1,8.0,55.2,1024.3,29.0,No
27.1,34.9,0.9,9.4,77.0,1021.3,31.0,Yes
22.3,39.8,318.3,10.0,73.9,1023.1,32.6,Yes
15.0,29.4,328.9,14.3,49.5,1030.6,22.4,No
17.1,34.4,309.8,9.9,54.8,1031.3,25.1,No
15.8,30.8,310.7,10.5,45.6,1032.8,23.4,No
12.9,27.0,315.0,15.2,42.2,1035.4,19.5,No
7.0,24.2,342.1,10.1,44.7,1035.9,17.0,No
10.7,30.5,315.4,9.0,47.6,1034.3,20.8,No
14.3,34.1,347.7,8.7,47.0,1033.4,25.2,No
25.4,40.9,9.8,11.1,53.5,1026.5,33.1,No
30.9,38.6,56.7,12.1,75.7,1025.5,34.9,Yes
30.6,34.4,22.2,9.1,90.4,1024.6,32.9,Yes
16.5,33.5,304.5,18.8,69.4,1024.3,27.8,Yes
12.6,25.2,312.0,12.0,47.6,1031.0,18.3,No
10.7,28.7,320.3,6.9,52.1,1032.2,19.0,No
14.2,34.5,320.0,9.1,55.5,1030.7,24.0,No
13.9,39.3,323.9,8.9,60.0,1028.7,25.9,No
19.8,35.7,302.3,9.5,59.2,1020.9,27.7,No
21.7,37.8,285.7,11.3,59.0,1016.9,29.6,No
20.3,32.1,296.0,18.8,57.1,1022.2,27.9,No
15.0,30.6,303.0,10.8,53.3,1027.2,23.0,No
12.1,33.9,293.2,11.1,54.4,1028.3,23.3,No
16.1,36.8,322.1,9.1,58.7,1024.0,27.3,No
21.1,35.9,312.6,12.8,70.8,1019.9,28.2,No
15.7,34.1,282.3,16.5,59.3,1023.9,25.4,No
11.0,32.3,305.8,10.3,53.7,1026.4,23.6,No
12.8,33.0,295.8,13.0,55.3,1024.0,24.7,No
10.4,32.4,289.7,10.0,56.0,1024.2,22.8,No
10.6,33.9,273.5,7.9,58.9,1025.7,24.6,No
21.6,34.0,295.8,10.3,67.2,1024.9,27.7,No
14.2,37.5,322.8,8.8,63.1,1027.1,26.5,No
17.7,39.5,292.1,15.8,61.9,1024.7,29.0,No
14.4,26.7,309.9,15.6,32.2,1025.9,20.4,No
9.8,30.0,299.5,12.7,38.5,1027.7,19.6,No
10.6,36.0,271.9,12.5,49.6,1025.7,26.1,No
19.9,32.4,300.4,14.8,40.9,1026.9,25.8,No
11.0,34.0,302.7,15.0,42.2,1030.3,23.8,No
14.3,35.0,307.6,13.5,42.8,1033.8,25.3,No
10.9,38.4,288.7,10.7,49.6,1035.5,26.4,No
14.2,41.4,251.6,10.6,66.0,1030.2,30.1,No
17.8,45.0,280.5,13.7,61.3,1027.5,34.4,No
21.2,48.9,212.4,12.8,48.0,1024.7,36.3,No
28.4,50.8,223.5,17.0,68.4,1017.6,41.4,Yes
21.7,34.0,315.3,17.6,50.9,1023.2,27.9,No
14.2,38.0,339.5,11.4,42.1,1031.4,26.7,No
16.4,36.2,311.1,11.9,73.7,1027.0,28.2,Yes
27.0,33.8,302.0,13.9,77.4,1020.1,29.9,Yes
19.6,42.9,303.2,15.2,54.7,1022.5,32.0,Yes
21.3,46.6,219.0,13.1,63.5,1019.9,35.4,Yes
30.0,48.8,237.4,15.9,70.0,1008.3,39.4,No
28.6,44.9,291.6,11.8,51.9,1017.0,36.5,No
26.9,41.7,44.0,7.9,72.7,1015.7,35.2,Yes
26.9,46.5,289.2,16.0,69.8,1015.2,36.2,Yes
26.8,42.8,338.8,10.4,69.1,1019.4,34.7,Yes
21.7,46.5,265.6,13.0,61.7,1025.0,35.0,Yes
29.8,46.6,290.7,16.2,69.9,1023.6,38.5,No
26.5,48.2,306.5,11.7,56.3,1026.4,38.0,No
24.9,50.7,256.7,10.2,65.8,1027.1,38.5,No
31.6,52.4,270.5,12.6,74.7,1021.9,40.3,No
35.2,51.0,249.1,10.9,76.9,1019.7,42.4,No
41.2,61.2,218.6,8.3,67.9,1021.0,49.7,No
35.8,64.7,314.5,13.1,66.6,1022.3,50.2,No
42.9,54.1,251.7,11.2,76.5,1018.5,48.3,Yes
32.8,56.0,298.0,10.3,72.8,1019.8,44.8,Yes
31.9,56.0,222.8,15.9,64.0,1019.3,44.9,No
34.6,53.9,288.2,14.9,64.7,1019.3,44.1,No
28.5,58.4,325.7,7.4,59.9,1018.3,43.7,No
32.1,64.8,325.5,9.0,51.9,1016.7,50.0,No
39.7,64.9,62.3,15.1,50.3,1016.6,51.6,No
32.1,64.5,60.2,10.5,31.9,1022.0,49.3,No
33.8,66.4,3.5,11.4,44.0,1021.8,51.1,No
39.2,61.0,314.8,9.5,51.2,1016.8,51.2,Yes
39.9,48.9,357.1,14.3,97.2,1008.7,45.8,Yes
36.5,53.0,237.2,18.2,79.8,1011.0,43.9,Yes
35.6,43.5,248.1,12.8,76.0,1010.9,40.1,Yes
32.3,50.5,229.5,17.0,71.2,1011.0,43.1,Yes
39.4,50.3,257.2,13.3,69.3,1011.9,44.8,No
31.8,54.2,299.2,10.0,65.2,1019.5,43.3,No
40.0,46.4,32.7,8.8,88.4,1023.4,43.1,Yes
41.1,50.2,306.8,13.0,83.3,1016.4,44.8,Yes
38.1,54.9,295.8,11.9,69.3,1015.8,45.8,No
35.6,57.3,281.0,18.2,63.0,1018.3,46.9,No
41.3,50.8,223.9,17.1,76.8,1012.9,45.9,Yes
35.7,57.6,254.9,18.7,57.1,1014.1,46.9,Yes
33.8,61.6,237.5,15.9,56.9,1017.6,48.2,No
41.2,64.8,240.6,10.6,63.6,1020.6,53.0,No
40.9,73.5,340.9,17.0,53.3,1015.8,56.4,Yes
48.2,65.8,299.6,13.2,76.7,1011.2,54.4,Yes
42.4,73.6,1.3,10.2,61.6,1014.2,57.6,No
48.6,62.4,68.0,16.1,49.7,1008.6,56.9,Yes
48.3,71.4,19.4,14.7,57.1,1008.4,58.8,Yes
44.3,64.8,232.8,11.3,63.0,1014.8,55.2,No
43.9,66.3,90.8,12.8,65.6,1017.7,55.6,No
44.7,62.4,226.5,11.3,67.5,1015.9,55.0,Yes
39.1,67.3,291.3,13.4,59.4,1017.4,53.6,No
42.5,70.1,293.9,11.3,55.8,1017.2,56.7,No
46.3,77.1,281.4,12.3,55.7,1014.5,61.1,No
49.9,76.7,79.8,15.1,49.0,1014.4,64.3,No
49.7,76.5,305.2,14.5,56.8,1018.6,62.7,No
47.9,82.1,304.5,13.9,54.0,1019.6,64.4,No
49.6,78.5,123.2,10.9,43.0,1020.5,65.9,No
60.7,74.9,95.9,15.1,30.4,1019.7,67.2,No
54.2,66.3,211.0,8.9,55.0,1017.0,61.3,Yes
46.5,55.6,258.7,18.6,81.7,1013.1,51.9,Yes
39.5,57.4,277.8,14.6,48.2,1015.6,48.9,No
43.9,66.6,188.7,24.4,59.6,1011.1,54.6,Yes
45.3,56.8,245.4,16.1,76.6,1008.4,50.8,Yes
42.1,59.0,276.8,14.5,69.9,1014.9,50.0,No
36.1,67.9,236.9,10.5,57.7,1016.4,53.9,No
44.5,70.2,244.2,10.2,71.6,1016.2,58.3,No
55.1,73.9,225.0,14.5,72.8,1014.8,63.9,No
59.5,75.9,243.3,12.9,71.6,1012.1,67.1,No
57.2,79.0,289.6,9.7,73.3,1011.5,67.2,No
55.4,80.7,291.5,10.2,69.8,1011.6,68.0,No
57.9,71.4,321.0,9.9,76.9,1004.3,64.2,Yes
52.1,69.9,282.7,17.4,56.7,1006.9,61.1,Yes
46.3,73.8,211.5,17.0,42.9,1010.8,61.0,No
51.5,67.8,211.2,14.7,54.6,1010.3,59.9,Yes
56.0,77.2,324.4,10.2,68.0,1011.5,64.1,No
53.6,75.3,69.8,17.2,39.1,1013.9,65.3,Yes
48.2,71.5,70.3,13.9,38.8,1017.3,60.8,No
49.6,71.8,94.4,10.9,47.2,1017.3,60.0,No
51.4,67.8,97.4,13.5,55.5,1014.9,59.8,Yes
50.4,59.5,66.7,15.5,65.0,1013.5,54.8,Yes
44.8,64.5,294.8,15.0,63.7,1015.9,55.0,No
44.5,66.5,278.2,9.1,66.1,1017.1,56.8,No
46.5,71.7,293.6,11.7,60.8,1013.9,59.3,No
47.7,75.2,296.8,13.0,55.7,1011.5,61.4,No
52.1,60.0,6.4,10.5,84.4,1007.1,55.9,Yes
48.7,66.6,246.5,18.9,75.3,1005.5,55.9,Yes
44.9,69.6,269.8,11.2,66.4,1008.8,57.8,No
50.8,71.8,191.5,15.5,68.0,1009.2,61.8,Yes
55.4,77.3,206.7,16.3,74.2,1012.4,68.2,No
61.0,77.1,311.5,7.5,74.0,1012.5,70.3,No
